ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
715-55-5575|4351161559407816183|Elaine|Fuller|F|310 Kendra Common Apt. 164|Melrose|NY|12121|42.8412|-73.6077|1916|Professor Emeritus|1951-06-07|917558277935|adults_50up_female_rural.json|96e9dbe51321e2b631bd0dcdc17e6ca9|2019-11-14|10:43:25|1573746205|gas_transport|23.38|1|fraud_Greenholt, Jacobi and Gleason|43.199563|-74.189439
715-55-5575|4351161559407816183|Elaine|Fuller|F|310 Kendra Common Apt. 164|Melrose|NY|12121|42.8412|-73.6077|1916|Professor Emeritus|1951-06-07|917558277935|adults_50up_female_rural.json|e9cd227e228b5a0943528f13cbfa5a11|2019-11-14|03:47:14|1573721234|gas_transport|22.37|1|fraud_Heller-Langosh|42.044711|-72.796111
715-55-5575|4351161559407816183|Elaine|Fuller|F|310 Kendra Common Apt. 164|Melrose|NY|12121|42.8412|-73.6077|1916|Professor Emeritus|1951-06-07|917558277935|adults_50up_female_rural.json|6b320f69a963b6799022b218590cd482|2019-11-15|23:43:13|1573879393|kids_pets|314.62|1|fraud_Swift PLC|42.461790|-72.654788
715-55-5575|4351161559407816183|Elaine|Fuller|F|310 Kendra Common Apt. 164|Melrose|NY|12121|42.8412|-73.6077|1916|Professor Emeritus|1951-06-07|917558277935|adults_50up_female_rural.json|2fe00b613c3df09261ec962c006a6bfc|2019-11-14|22:44:42|1573789482|grocery_pos|315.16|1|fraud_Bradtke PLC|42.891428|-74.296245
715-55-5575|4351161559407816183|Elaine|Fuller|F|310 Kendra Common Apt. 164|Melrose|NY|12121|42.8412|-73.6077|1916|Professor Emeritus|1951-06-07|917558277935|adults_50up_female_rural.json|a7d507cfabc4cee697a5a52a8578e0e5|2019-11-15|23:34:50|1573878890|shopping_net|765.23|1|fraud_Kuhic, Bins and Pfeffer|41.893495|-74.149759
715-55-5575|4351161559407816183|Elaine|Fuller|F|310 Kendra Common Apt. 164|Melrose|NY|12121|42.8412|-73.6077|1916|Professor Emeritus|1951-06-07|917558277935|adults_50up_female_rural.json|6c6de0800eb73d7a008408520f43fb52|2019-11-15|23:47:07|1573879627|misc_net|1173.98|1|fraud_Block-Parisian|43.675442|-72.633966
715-55-5575|4351161559407816183|Elaine|Fuller|F|310 Kendra Common Apt. 164|Melrose|NY|12121|42.8412|-73.6077|1916|Professor Emeritus|1951-06-07|917558277935|adults_50up_female_rural.json|ebb80c24863fe8423cec3b0f8ec4db93|2019-11-14|23:28:05|1573792085|grocery_pos|4.25|1|fraud_Huel, Hammes and Witting|43.137554|-73.204572
715-55-5575|4351161559407816183|Elaine|Fuller|F|310 Kendra Common Apt. 164|Melrose|NY|12121|42.8412|-73.6077|1916|Professor Emeritus|1951-06-07|917558277935|adults_50up_female_rural.json|f4b618ff8a032dba74e2bc4a0bec259b|2019-06-07|10:13:54|1559916834|grocery_pos|46.91|0|fraud_Goodwin-Nitzsche|42.245843|-73.879769
715-55-5575|4351161559407816183|Elaine|Fuller|F|310 Kendra Common Apt. 164|Melrose|NY|12121|42.8412|-73.6077|1916|Professor Emeritus|1951-06-07|917558277935|adults_50up_female_rural.json|81954497dba960c9e8da32ef60a2d966|2019-07-15|00:51:16|1563166276|grocery_pos|72.17|0|fraud_Heidenreich PLC|43.009101|-73.158658
715-55-5575|4351161559407816183|Elaine|Fuller|F|310 Kendra Common Apt. 164|Melrose|NY|12121|42.8412|-73.6077|1916|Professor Emeritus|1951-06-07|917558277935|adults_50up_female_rural.json|9eb23bb0f66f51afc0d5c0ac44e39f70|2019-06-08|03:39:39|1559979579|grocery_pos|52.11|0|fraud_Bailey-Morar|42.619480|-74.166814
