ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|ff897292ff01d882c0aed427e67e123a|2020-09-16|08:23:45|1600259025|misc_net|309.46|1|fraud_Ruecker Group|31.548208|-86.207516
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|d7e9a3bfb74da0573f85e74fa3c51156|2020-09-16|06:13:08|1600251188|grocery_pos|297.66|1|fraud_Kovacek, Dibbert and Ondricka|32.260117|-85.388279
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|6f4d97b6d3786a8432e5d6d1ae591d08|2020-09-16|03:11:45|1600240305|grocery_pos|345.36|1|fraud_Schoen, Kuphal and Nitzsche|31.641176|-85.081907
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|7826ebb677cb88706e0ce5c932c5c180|2020-09-16|03:17:09|1600240629|grocery_pos|333.47|1|fraud_Moen, Reinger and Murphy|32.472840|-86.052436
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|3d55706a29c622f17c57a0183b589cec|2020-09-16|03:28:08|1600241288|grocery_pos|763.26|1|fraud_Hackett-Lueilwitz|32.020846|-84.513804
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|e9cacd244dc795a31b401a7efe30ff52|2020-09-17|23:21:21|1600399281|misc_net|717.57|1|fraud_Dooley-Thompson|33.223106|-85.528153
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|019a36338f21df16c6acb7d652219090|2020-09-17|22:26:19|1600395979|shopping_pos|998.14|1|fraud_Denesik and Sons|33.537877|-86.027140
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|cb1c94ff4e4841306bd38a3f3edb1f25|2020-09-17|21:53:12|1600393992|shopping_net|1072.79|1|fraud_Kuhic LLC|33.315672|-85.661753
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|1738546e2fc593f56f829c575bfba17e|2020-09-17|23:22:17|1600399337|shopping_net|994.31|1|fraud_Towne, Greenholt and Koepp|32.136072|-84.737128
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|bfd7963acaf021c7ae7a79039031a3cb|2019-06-09|11:38:04|1560094684|grocery_pos|70.27|0|fraud_DuBuque LLC|32.095668|-86.010288
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|1ab0dd53699a8199b2bc8f9dae3963db|2019-01-11|03:26:41|1547195201|gas_transport|61.21|0|fraud_Schaefer, McGlynn and Bosco|33.341998|-86.461793
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|a24adb8c0b94d922f21ad4157c5f2edc|2019-07-02|00:09:09|1562040549|grocery_pos|77.58|0|fraud_Schoen, Kuphal and Nitzsche|32.703606|-85.223917
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|e39ad70a2ac962f379dd84fa9cac2be9|2019-01-01|00:04:09|1546319049|gas_transport|58.67|0|fraud_Bernhard Inc|32.566487|-84.680634
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|eeedef46ab8cffa6bf16b27aee3abace|2019-06-08|08:38:28|1559997508|grocery_pos|37.90|0|fraud_Kilback LLC|32.798001|-84.547464
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|67ac7c20fa0e56dc7869f58c0baf9ed7|2019-01-27|01:26:57|1548570417|gas_transport|86.65|0|fraud_Cummings LLC|33.094294|-84.918987
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|ddb720a9e6fab26ed4e909f9f1c4485c|2019-03-21|01:19:36|1553145576|gas_transport|44.24|0|fraud_Friesen-D'Amore|32.758014|-86.042627
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|2d7f233f23eff3fe414b8795003d7050|2019-03-29|00:10:57|1553832657|gas_transport|79.53|0|fraud_Zieme, Bode and Dooley|32.393572|-85.599325
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|c24de25aa480cf33b46ac8f606b67952|2019-05-03|10:31:39|1556893899|grocery_net|65.21|0|fraud_Pfeffer LLC|32.102598|-85.500007
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|d87b55619549233f8f54a29f20d030af|2019-06-09|01:31:00|1560058260|grocery_pos|77.23|0|fraud_DuBuque LLC|32.121708|-85.818970
347-03-9639|213193010310510|Jose|Ramirez|M|82997 Kristen Valley Suite 311|Auburn|AL|36830|32.5475|-85.4682|55272|Plant breeder/geneticist|1985-03-06|465378164447|adults_2550_male_urban.json|631d8dfc6beba2793a496248a07c0f7d|2019-02-01|08:37:02|1549028222|gas_transport|83.07|0|fraud_Jenkins, Hauck and Friesen|31.827259|-86.415732
