ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile|trans_num|trans_date|trans_time|unix_time|category|amt|is_fraud|merchant|merch_lat|merch_long
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|d2a57b3d0e8c2b39831079d1f78901f7|2019-05-05|01:40:42|1557034842|gas_transport|7.07|1|fraud_Jenkins, Hauck and Friesen|38.972162|-74.605205
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|2b8f20167e114633d9bc13b9e0de2fcc|2019-05-05|03:55:30|1557042930|grocery_pos|324.94|1|fraud_Schamberger-O'Keefe|40.305290|-75.783813
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|c6d56032bf1b0730149357506006bed0|2019-05-05|01:39:23|1557034763|grocery_pos|290.18|1|fraud_Koepp-Parker|39.706549|-74.185470
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|d5e333f507617829f3797f75a988754c|2019-05-06|22:13:56|1557195236|shopping_pos|813.81|1|fraud_Schuppe, Nolan and Hoeger|39.380881|-75.447405
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|a11467c8811632d075e25b8db2c75d7e|2019-05-05|13:24:42|1557077082|misc_net|844.54|1|fraud_Hamill-Daugherty|39.531207|-75.832613
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|c206c4ef48f4bebbeb90c9fbd481969c|2019-05-06|22:26:30|1557195990|shopping_net|781.12|1|fraud_Reichert, Huels and Hoppe|40.504523|-74.263888
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|8301c6c4a27f301031f6bcfb101491e3|2019-05-06|23:23:29|1557199409|food_dining|886.85|1|fraud_Kihn-Fritsch|40.619175|-75.368495
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|c606bd039eed2636fcafa71bfd813ba5|2019-05-05|12:28:36|1557073716|misc_net|993.96|1|fraud_Durgan-Auer|39.900769|-75.169916
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|fc7fe56294626f8fd863f73a8d07b2bf|2019-05-05|22:00:55|1557108055|shopping_net|985.42|1|fraud_Kuhic, Bins and Pfeffer|38.868858|-74.027305
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|3e36e33ab382f2246ba67ca52fb83280|2019-05-05|23:47:24|1557114444|misc_net|888.06|1|fraud_Donnelly PLC|40.030051|-74.397925
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|9fee1f745598a411ade4a684a90e6c0f|2019-05-05|19:42:00|1557099720|shopping_net|100.57|1|fraud_Mohr-Bayer|39.714771|-75.503155
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|175bc28b527ca2e2193256fe4b86f75e|2019-04-01|03:49:01|1554104941|gas_transport|67.81|0|fraud_Huels-Hahn|40.298192|-75.381676
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|b9ce34c6aa61a2cf5d5cf3d651fc9a86|2019-05-24|02:05:38|1558677938|grocery_pos|88.32|0|fraud_O'Keefe-Hudson|39.365353|-74.757485
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|3d1021ac2d324bb4d52db037f47e231a|2019-06-23|06:59:47|1561287587|grocery_pos|89.67|0|fraud_Hackett-Lueilwitz|40.597377|-74.514373
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|26d516f9f52a9367fb1e33b03c750ea9|2019-01-08|05:32:18|1546943538|gas_transport|66.69|0|fraud_Parisian and Sons|39.755104|-75.024687
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|cf26e398acbb7f23d4cf7b386ef9b9d5|2019-03-08|04:51:21|1552038681|gas_transport|81.83|0|fraud_Bins-Rice|39.384019|-74.664759
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|a37dbf85543cf2a06d61b99f77d416a6|2019-08-06|01:54:45|1565070885|misc_pos|80.33|0|fraud_Maggio-Fahey|39.476745|-74.284807
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|db535abe9bd45372e5096b8dfc389df0|2019-06-08|02:57:15|1559977035|grocery_pos|86.63|0|fraud_Hackett-Lueilwitz|39.181217|-75.095522
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|737c07119b850f15d67cb1c1660849a0|2019-12-27|00:48:06|1577425686|entertainment|80.17|0|fraud_Effertz LLC|38.818388|-75.487208
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|78737d8dffd9075af800b13e70d22103|2019-06-01|09:41:53|1559396513|grocery_pos|55.70|0|fraud_Mosciski, Gislason and Mertz|40.255804|-74.472756
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|fdd4abf2c47c1c6574a53dc1f567bf84|2019-12-01|08:47:26|1575208046|shopping_pos|55.89|0|fraud_Haley, Jewess and Bechtelar|39.018703|-75.855242
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|40c75c7f068443c0e5935bb96ea3c4f0|2019-12-29|00:08:18|1577596098|entertainment|86.27|0|fraud_Upton PLC|38.987525|-75.258260
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|ad2170c4beeea74a5acf3e3da4679ffd|2019-03-10|03:41:20|1552203680|gas_transport|79.51|0|fraud_Eichmann, Bogan and Rodriguez|39.915459|-75.399419
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|a139397d0a2eaa8367f3ccc9f2ef358b|2019-05-07|03:16:01|1557213361|grocery_pos|77.97|0|fraud_Doyle Ltd|39.869499|-75.141595
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|5cc3a9c305ecc2f470bdff6dc1d8450b|2019-09-28|10:37:55|1569681475|shopping_net|71.59|0|fraud_Ankunding LLC|38.972003|-74.960731
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|8c99296daea98a4c8682f6e8cd2cb4af|2019-12-18|01:48:10|1576651690|shopping_pos|118.00|0|fraud_Bins, Balistreri and Beatty|39.351605|-75.803473
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|356a915a6f9c7a2d60d9ff7dc3ea90d6|2019-12-19|10:05:56|1576767956|entertainment|61.94|0|fraud_Howe PLC|38.904962|-75.916290
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|f26f3dd962c040af1898f128aaf8374d|2019-07-06|03:44:05|1562399045|misc_net|66.43|0|fraud_Kerluke Inc|39.871802|-75.885045
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|16ec6c0509719bbae0922b4e00cb5dc3|2019-01-16|01:25:19|1547619919|gas_transport|67.07|0|fraud_Brekke and Sons|40.619008|-75.056924
406-83-7518|4238849696532874|Brandon|Williams|M|26916 Carlson Mountain|Sicklerville|NJ|08081|39.7354|-74.9864|50589|Seismic interpreter|1944-12-26|947268892251|adults_50up_male_urban.json|b364eaf86a676a80ee5aef97faec381c|2019-11-09|02:13:38|1573283618|shopping_pos|51.19|0|fraud_Bahringer, Schoen and Corkery|40.329594|-75.578536
